timestamp,model,input_tokens,output_tokens,input_cost,output_cost,total_cost,latency_ms,success,error
2026-01-29T17:15:59.101426,nemotron,331,4,0.000000,0.000000,0.000000,1121.18,True,
2026-01-29T17:16:08.344609,gemma,372,188,0.000000,0.000000,0.000000,9242.76,True,
2026-01-29T17:16:13.133004,nemotron,833,509,0.000000,0.000000,0.000000,4785.27,True,
2026-01-29T17:17:11.500579,gemma,540,2315,0.000000,0.000000,0.000000,58366.56,True,
2026-01-29T17:17:17.233831,nemotron,2873,302,0.000000,0.000000,0.000000,5726.68,True,
2026-01-29T17:17:47.341703,gemma,235,1203,0.000000,0.000000,0.000000,30106.18,True,
2026-01-29T17:17:52.151793,nemotron,833,0,0.000000,0.000000,0.000000,4807.24,True,
2026-01-29T17:18:36.334635,gemma,540,2313,0.000000,0.000000,0.000000,44181.64,True,
2026-01-29T17:18:37.457175,nemotron,331,4,0.000000,0.000000,0.000000,1119.58,True,
2026-01-29T17:18:48.270645,gemma,372,188,0.000000,0.000000,0.000000,10813.08,True,
2026-01-29T17:18:52.994458,nemotron,833,461,0.000000,0.000000,0.000000,4711.42,True,
2026-01-29T17:19:34.348744,gemma,540,2357,0.000000,0.000000,0.000000,41353.02,True,
2026-01-29T17:19:42.233749,nemotron,3000,305,0.000000,0.000000,0.000000,7879.26,True,
2026-01-29T17:20:07.831001,gemma,235,1286,0.000000,0.000000,0.000000,25595.96,True,
2026-01-29T17:20:12.453850,nemotron,833,366,0.000000,0.000000,0.000000,4618.95,True,
2026-01-29T17:20:54.152290,gemma,540,2386,0.000000,0.000000,0.000000,41697.12,True,
2026-01-29T17:20:55.241502,nemotron,331,5,0.000000,0.000000,0.000000,1086.37,True,
2026-01-29T17:21:06.099668,gemma,372,188,0.000000,0.000000,0.000000,10857.73,True,
2026-01-29T17:21:10.876022,nemotron,833,497,0.000000,0.000000,0.000000,4773.09,True,
2026-01-29T17:22:06.722577,gemma,540,2353,0.000000,0.000000,0.000000,55845.45,True,
2026-01-29T17:22:12.979850,nemotron,3000,371,0.000000,0.000000,0.000000,6253.22,True,
2026-01-29T17:22:42.562397,gemma,235,1455,0.000000,0.000000,0.000000,29581.44,True,
2026-01-29T17:22:47.372881,nemotron,833,152,0.000000,0.000000,0.000000,4804.89,True,
2026-01-29T17:23:29.051751,gemma,540,2338,0.000000,0.000000,0.000000,41677.78,True,
2026-01-29T17:23:30.175184,nemotron,331,5,0.000000,0.000000,0.000000,1119.06,True,
2026-01-29T17:23:41.238429,gemma,372,188,0.000000,0.000000,0.000000,11062.68,True,
2026-01-29T17:23:47.072623,nemotron,833,239,0.000000,0.000000,0.000000,5829.85,True,
2026-01-29T17:24:33.176508,gemma,540,2373,0.000000,0.000000,0.000000,46102.61,True,
2026-01-29T17:24:39.479423,nemotron,3000,317,0.000000,0.000000,0.000000,6296.52,True,
2026-01-29T17:25:10.120475,gemma,235,1302,0.000000,0.000000,0.000000,30639.82,True,
2026-01-29T17:25:15.446884,nemotron,833,428,0.000000,0.000000,0.000000,5322.79,True,
2026-01-29T17:26:01.333229,gemma,540,2401,0.000000,0.000000,0.000000,45885.28,True,
2026-01-29T17:26:02.650810,nemotron,331,4,0.000000,0.000000,0.000000,1314.94,True,
2026-01-29T17:26:19.956616,gemma,372,190,0.000000,0.000000,0.000000,17305.28,True,
2026-01-29T17:26:24.771908,nemotron,833,498,0.000000,0.000000,0.000000,4809.91,True,
2026-01-29T17:27:10.954602,gemma,540,2379,0.000000,0.000000,0.000000,46178.34,True,
2026-01-29T17:27:16.526716,nemotron,3000,211,0.000000,0.000000,0.000000,5567.73,True,
2026-01-29T17:27:38.397651,gemma,591,752,0.000000,0.000000,0.000000,21865.33,True,
2026-01-29T17:27:43.413524,nemotron,1223,257,0.000000,0.000000,0.000000,5012.36,True,
2026-01-29T17:28:03.598164,gemma,1656,681,0.000000,0.000000,0.000000,20183.50,True,
2026-01-29T17:28:07.553842,nemotron,1427,139,0.000000,0.000000,0.000000,3949.48,True,
2026-01-29T17:28:16.795874,nemotron,205,0,0.000000,0.000000,0.000000,9240.71,True,
2026-01-29T17:28:48.031177,gemma,1196,1371,0.000000,0.000000,0.000000,31230.98,True,
2026-01-29T17:28:52.944197,nemotron,1842,276,0.000000,0.000000,0.000000,4909.42,True,
2026-01-29T17:29:44.455626,gemma,2295,1656,0.000000,0.000000,0.000000,51510.37,True,
2026-01-29T17:29:53.296644,nemotron,2339,310,0.000000,0.000000,0.000000,8835.05,True,
2026-01-29T17:30:06.782868,gemma,536,343,0.000000,0.000000,0.000000,13485.56,True,
2026-01-29T17:30:08.458656,nemotron,758,155,0.000000,0.000000,0.000000,1672.53,True,
2026-01-29T17:30:18.491867,gemma,1089,394,0.000000,0.000000,0.000000,10032.54,True,
2026-01-29T17:30:22.749933,nemotron,1085,5,0.000000,0.000000,0.000000,4245.36,True,
2026-01-29T17:30:27.972205,gemma,828,27,0.000000,0.000000,0.000000,5221.19,True,
2026-01-29T17:30:31.715055,nemotron,442,230,0.000000,0.000000,0.000000,3739.71,True,
2026-01-29T17:30:44.041422,gemma,849,191,0.000000,0.000000,0.000000,12325.21,True,
2026-01-29T17:30:49.740763,nemotron,759,254,0.000000,0.000000,0.000000,5696.23,True,
2026-01-29T17:31:12.499087,gemma,609,1004,0.000000,0.000000,0.000000,22756.89,True,
2026-01-29T17:31:14.459421,nemotron,1492,224,0.000000,0.000000,0.000000,1954.12,True,
2026-01-29T17:31:58.597435,gemma,1893,1999,0.000000,0.000000,0.000000,44137.63,True,
2026-01-29T17:32:01.564543,nemotron,2764,48,0.000000,0.000000,0.000000,2962.28,True,
2026-01-29T17:32:25.834505,gemma,791,741,0.000000,0.000000,0.000000,22381.69,True,
2026-01-29T17:32:53.806930,gemma,2645,1073,0.000000,0.000000,0.000000,27967.81,True,
2026-01-29T17:32:56.457601,nemotron,1561,182,0.000000,0.000000,0.000000,2647.59,True,
2026-01-29T17:33:21.846563,gemma,1920,1073,0.000000,0.000000,0.000000,25388.24,True,
2026-01-29T17:33:28.691459,nemotron,1769,359,0.000000,0.000000,0.000000,6839.38,True,
2026-01-29T17:33:51.750370,gemma,594,954,0.000000,0.000000,0.000000,23057.00,True,
2026-01-29T17:33:54.242687,nemotron,1428,245,0.000000,0.000000,0.000000,2489.10,True,
2026-01-29T17:34:19.575875,gemma,1850,1103,0.000000,0.000000,0.000000,25329.76,True,
2026-01-29T17:34:24.678411,nemotron,1852,457,0.000000,0.000000,0.000000,5098.98,True,
2026-01-29T17:35:13.877855,gemma,1009,1113,0.000000,0.000000,0.000000,44683.48,True,
2026-01-29T17:35:44.576394,gemma,990,797,0.000000,0.000000,0.000000,26927.16,True,
2026-01-29T17:36:05.688037,gemma,813,526,0.000000,0.000000,0.000000,17485.19,True,
2026-01-29T17:36:21.871435,gemma,445,288,0.000000,0.000000,0.000000,10927.63,True,
2026-01-29T17:36:52.488327,gemma,713,652,0.000000,0.000000,0.000000,26300.98,True,
2026-01-29T17:37:12.248464,gemma,632,336,0.000000,0.000000,0.000000,15134.65,True,
2026-01-29T17:37:28.630308,gemma,624,253,0.000000,0.000000,0.000000,10741.54,True,
